Moving1.Position[deg],I_aa[A],FluxLinkage(A)[Wb]
2.4,63.8888888888889,0.520295
3.3,63.8888888888889,0.482374
4.2,63.8888888888889,0.439069
5.1,63.8888888888889,0.39474
6.00000000000001,63.8888888888889,0.348127
6.90000000000002,63.8888888888889,0.300965
7.80000000000002,63.8888888888889,0.254225
8.70000000000002,63.8888888888889,0.205683
9.60000000000002,63.8888888888889,0.16577
10.5,63.8888888888889,0.145429
11.4,63.8888888888889,0.134343
12.3,63.8888888888889,0.127063
13.2,63.8888888888889,0.122638
14.1,63.8888888888889,0.120216
15,63.8888888888889,0.11928
15.9,63.8888888888889,0.120156
16.8,63.8888888888889,0.122644
17.7,63.8888888888889,0.127043
18.6,63.8888888888889,0.134327
19.5,63.8888888888889,0.145502
20.4,63.8888888888889,0.165471
21.3,63.8888888888889,0.205093
22.2,63.8888888888889,0.254528
23.1,63.8888888888889,0.300893
24,63.8888888888889,0.348273
24.9,63.8888888888889,0.394771
25.8,63.8888888888889,0.439096
26.7,63.8888888888889,0.482238
27.6,63.8888888888889,0.520411
28.5,63.8888888888889,0.552651
29.4,63.8888888888889,0.575967
30.3,63.8888888888889,0.590793
31.2,63.8888888888889,0.591287
32.1,63.8888888888889,0.581428
33,63.8888888888889,0.561608
33.9,63.8888888888889,0.537062
34.8,63.8888888888889,0.509553
35.7,63.8888888888889,0.488435
36.6,63.8888888888889,0.479493
37.5,63.8888888888889,0.485359
38.4,63.8888888888889,0.480442
39.3,63.8888888888889,0.488341
40.2,63.8888888888889,0.509793
41.1,63.8888888888889,0.53647
42,63.8888888888889,0.562193
42.9,63.8888888888889,0.58137
43.8,63.8888888888889,0.591523
44.7,63.8888888888889,0.590466
45.6,63.8888888888889,0.57694
46.5,63.8888888888889,0.553456
47.4,63.8888888888889,0.520399
48.3,63.8888888888889,0.482503
49.2000000000001,63.8888888888889,0.439853
50.1000000000001,63.8888888888889,0.394698
51.0000000000001,63.8888888888889,0.348337
51.9,63.8888888888889,0.300991
52.8,63.8888888888889,0.254351
53.7,63.8888888888889,0.205588
54.6,63.8888888888889,0.165669
55.5,63.8888888888889,0.145455
56.4,63.8888888888889,0.134355
57.2999999999999,63.8888888888889,0.127018
58.2,63.8888888888889,0.122643
59.1000000000001,63.8888888888889,0.120198
60.0000000000001,63.8888888888889,0.11928
60.9000000000002,63.8888888888889,0.120205
61.8000000000003,63.8888888888889,0.122636
62.7000000000003,63.8888888888889,0.1271
63.6000000000004,63.8888888888889,0.134323
64.4999999999999,63.8888888888889,0.145316
65.3999999999999,63.8888888888889,0.165704
66.3,63.8888888888889,0.204958
67.2,63.8888888888889,0.254401
68.1000000000001,63.8888888888889,0.300861
69.0000000000001,63.8888888888889,0.34795
69.9000000000002,63.8888888888889,0.39478
70.8000000000003,63.8888888888889,0.438941
71.7000000000003,63.8888888888889,0.48221
72.6000000000004,63.8888888888889,0.520282
73.5000000000005,63.8888888888889,0.552732
74.3999999999999,63.8888888888889,0.575965
75.3,63.8888888888889,0.59079
76.2000000000001,63.8888888888889,0.591268
77.1000000000001,63.8888888888889,0.581519
78.0000000000002,63.8888888888889,0.561492
78.9000000000002,63.8888888888889,0.537079
79.8000000000003,63.8888888888889,0.509458
80.7000000000003,63.8888888888889,0.488447
81.6000000000004,63.8888888888889,0.479613
82.4999999999999,63.8888888888889,0.485358
-7.50000000000002,76.6666666666667,0.555594
-6.60000000000001,76.6666666666667,0.552631
-5.7,76.6666666666667,0.556188
-4.8,76.6666666666667,0.574099
-3.9,76.6666666666667,0.60223
-3,76.6666666666667,0.630222
-2.1,76.6666666666667,0.655396
-1.2,76.6666666666667,0.664756
-0.300000000000001,76.6666666666667,0.662829
0.600000000000001,76.6666666666667,0.642052
1.5,76.6666666666667,0.608155
2.4,76.6666666666667,0.566906
3.3,76.6666666666667,0.523311
4.2,76.6666666666667,0.47753
5.1,76.6666666666667,0.431008
6.00000000000001,76.6666666666667,0.384516
6.90000000000002,76.6666666666667,0.337168
7.80000000000002,76.6666666666667,0.290067
8.70000000000002,76.6666666666667,0.242291
9.60000000000002,76.6666666666667,0.198834
10.5,76.6666666666667,0.174598
11.4,76.6666666666667,0.161285
12.3,76.6666666666667,0.152542
13.2,76.6666666666667,0.147226
14.1,76.6666666666667,0.144317
15,76.6666666666667,0.143194
15.9,76.6666666666667,0.144246
16.8,76.6666666666667,0.147233
17.7,76.6666666666667,0.152518
18.6,76.6666666666667,0.161266
19.5,76.6666666666667,0.174685
20.4,76.6666666666667,0.198656
21.3,76.6666666666667,0.241989
22.2,76.6666666666667,0.290341
23.1,76.6666666666667,0.337122
24,76.6666666666667,0.384547
24.9,76.6666666666667,0.430971
25.8,76.6666666666667,0.477547
26.7,76.6666666666667,0.523262
27.6,76.6666666666667,0.567003
28.5,76.6666666666667,0.608031
29.4,76.6666666666667,0.640693
30.3,76.6666666666667,0.663334
31.2,76.6666666666667,0.664733
32.1,76.6666666666667,0.655372
33,76.6666666666667,0.631202
33.9,76.6666666666667,0.602276
34.8,76.6666666666667,0.574131
35.7,76.6666666666667,0.556201
36.6,76.6666666666667,0.552331
37.5,76.6666666666667,0.555768
38.4,76.6666666666667,0.553057
39.3,76.6666666666667,0.556129
40.2,76.6666666666667,0.574207
41.1,76.6666666666667,0.602232
42,76.6666666666667,0.630202
42.9,76.6666666666667,0.655312
