"Time [ns]","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='0A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='12.7777777777778A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='25.5555555555556A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='38.3333333333333A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='51.1111111111111A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='63.8888888888889A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='76.6666666666667A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='89.4444444444445A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='102.222222222222A'","Moving1.Position [deg]","FluxLinkage(A) [Wb] - I_aa='115A'"
5400000.00000001,73.5000000000005,0,73.5000000000005,0.117851890875252,73.5000000000005,0.237807599837986,73.5000000000005,0.356653811858522,73.5000000000005,0.46808270849134,73.5000000000005,0.552732369375246,73.5000000000005,0.608090334711826,73.5000000000005,0.646047309234862,73.5000000000005,0.67752507078833,73.5000000000005,0.705266169562721
5460000.00000001,74.3999999999999,0,74.3999999999999,0.120628004075474,74.3999999999999,0.243428292641402,74.3999999999999,0.365092489646405,74.3999999999999,0.482088420869063,74.3999999999999,0.575964809584076,74.3999999999999,0.640665829742738,74.3999999999999,0.682465213351535,74.3999999999999,0.713606359785866,74.3999999999999,0.740180595017893
5520000.00000001,75.3,0,75.3,0.122057835728749,75.3,0.246323718986012,75.3,0.369440578295705,75.3,0.489276191496597,75.3,0.590790380465387,75.3,0.663332689723752,75.3,0.709489109509947,75.3,0.742719600162607,75.3,0.769048319860276
5580000.00000001,76.2000000000001,0,76.2000000000001,0.121791064148073,76.2000000000001,0.245784851778022,76.2000000000001,0.368669543761068,76.2000000000001,0.48837502271558,76.2000000000001,0.59126763046161,76.2000000000001,0.664717612978127,76.2000000000001,0.716527561346506,76.2000000000001,0.754161218766113,76.2000000000001,0.783476353582959
5640000.00000001,77.1000000000001,0,77.1000000000001,0.120406608018699,77.1000000000001,0.242978376523459,77.1000000000001,0.364513586188311,77.1000000000001,0.481775693645601,77.1000000000001,0.581518879283611,77.1000000000001,0.655444131457092,77.1000000000001,0.706608152875135,77.1000000000001,0.747963068171138,77.1000000000001,0.782716622162955
5700000.00000001,78.0000000000002,0,78.0000000000002,0.117444621971233,78.0000000000002,0.236982253056809,78.0000000000002,0.35559770107044,78.0000000000002,0.468210820229262,78.0000000000002,0.561491941089321,78.0000000000002,0.631107892840159,78.0000000000002,0.685030034805566,78.0000000000002,0.730643888496167,78.0000000000002,0.769753584044643
5760000.00000001,78.9000000000002,0,78.9000000000002,0.113500096101564,78.9000000000002,0.229001748971945,78.9000000000002,0.343688213765268,78.9000000000002,0.450683705580945,78.9000000000002,0.53707932806185,78.9000000000002,0.602281700010295,78.9000000000002,0.659742763366406,78.9000000000002,0.710478411952124,78.9000000000002,0.753879067855148
5820000.00000001,79.8000000000003,0,79.8000000000003,0.108479285389892,79.8000000000003,0.218850315979635,79.8000000000003,0.328485711477468,79.8000000000003,0.429385649319249,79.8000000000003,0.509457989673751,79.8000000000003,0.574046055841598,79.8000000000003,0.633333554395385,79.8000000000003,0.68880712968101,79.8000000000003,0.737259052518974
5880000.00000001,80.7000000000003,0,80.7000000000003,0.103527362268397,80.7000000000003,0.208850058611651,80.7000000000003,0.313452088915903,80.7000000000003,0.410070291656288,80.7000000000003,0.488447361376665,80.7000000000003,0.556212470372994,80.7000000000003,0.619061928394702,80.7000000000003,0.678451612991556,80.7000000000003,0.730929237947525
5940000.00000001,81.6000000000004,0,81.6000000000004,0.100202599557996,81.6000000000004,0.202149281686187,81.6000000000004,0.303564988250012,81.6000000000004,0.398749653504897,81.6000000000004,0.479613387102846,81.6000000000004,0.552452555003824,81.6000000000004,0.617831585703748,81.6000000000004,0.678457492394016,81.6000000000004,0.730946915461829
6000000,82.4999999999999,0,82.4999999999999,0.0991222645577466,82.4999999999999,0.199989257888185,82.4999999999999,0.30074124205601,82.4999999999999,0.398836083542047,82.4999999999999,0.485358483667305,82.4999999999999,0.555768031757881,82.4999999999999,0.619198942921027,82.4999999999999,0.678845036786822,82.4999999999999,0.731096414593389
